50.609757	0.000000	0.000000
 50.402713	4.517977	0.000000
 49.802853	8.946570	0.000000
 48.829963	13.249158	0.000000
 47.507006	17.393948	0.000000
 45.859098	21.353833	0.000000
 43.912672	25.106091	0.000000
 41.694823	28.632022	0.000000
 39.232809	31.916546	0.000000
 36.553700	34.947813	0.000000
 33.684131	37.716839	0.000000
 30.650132	40.217184	0.000000
 27.477024	42.444679	0.000000
 24.189343	44.397197	0.000000
 20.810796	46.074463	0.000000
 17.364213	47.477901	0.000000
 13.871508	48.610502	0.000000
 10.353640	49.476713	0.000000
 6.830562	50.082333	0.000000
 3.321172	50.434412	0.000000
 -0.156741	50.541156	0.000000
 -3.586553	50.411821	0.000000
 -6.952851	50.056605	0.000000
 -10.241483	49.486534	0.000000
 -13.439597	48.713341	0.000000
 -16.535663	47.749337	0.000000
 -19.519500	46.607286	0.000000
 -22.382270	45.300263	0.000000
 -25.116475	43.841525	0.000000
 -27.715930	42.244378	0.000000
 -30.175727	40.522042	0.000000
 -32.492180	38.687531	0.000000
 -34.662764	36.753531	0.000000
 -36.686038	34.732293	0.000000
 -38.561553	32.635537	0.000000
 -40.289760	30.474357	0.000000
 -41.871900	28.259158	0.000000
 -43.309899	25.999591	0.000000
 -44.606247	23.704511	0.000000
 -45.763886	21.381950	0.000000
 -46.786090	19.039102	0.000000
 -47.676351	16.682335	0.000000
 -48.438270	14.317203	0.000000
 -49.075450	11.948488	0.000000
 -49.591401	9.580246	0.000000
 -49.989452	7.215875	0.000000
 -50.272679	4.858187	0.000000
 -50.443834	2.509493	0.000000
 -50.505307	0.171701	0.000000
 -50.459079	-2.153593	0.000000
 -50.306709	-4.465002	0.000000
 -50.049324	-6.761243	0.000000
 -49.687625	-9.041044	0.000000
 -49.221909	-11.303048	0.000000
 -48.652094	-13.545725	0.000000
 -47.977767	-15.767297	0.000000
 -47.198224	-17.965666	0.000000
 -46.312534	-20.138359	0.000000
 -45.319588	-22.282476	0.000000
 -44.218172	-24.394658	0.000000
 -43.007024	-26.471060	0.000000
 -41.684900	-28.507331	0.000000
 -40.250641	-30.498605	0.000000
 -38.703233	-32.439506	0.000000
 -37.041868	-34.324145	0.000000
 -35.266007	-36.146137	0.000000
 -33.375434	-37.898612	0.000000
 -31.370311	-39.574236	0.000000
 -29.251239	-41.165228	0.000000
 -27.019304	-42.663389	0.000000
 -24.676138	-44.060123	0.000000
 -22.223971	-45.346468	0.000000
 -19.665685	-46.513124	0.000000
 -17.004875	-47.550488	0.000000
 -14.245907	-48.448690	0.000000
 -11.393980	-49.197635	0.000000
 -8.455192	-49.787050	0.000000
 -5.436605	-50.206536	0.000000
 -2.346317	-50.445632	0.000000
 0.806470	-50.493886	0.000000
 4.011381	-50.340930	0.000000
 7.256793	-49.976580	0.000000
 10.529774	-49.390934	0.000000
 13.816017	-48.574484	0.000000
 17.097033	-47.508943	0.000000
 20.339950	-46.147998	0.000000
 23.533235	-44.518609	0.000000
 26.662171	-42.630078	0.000000
 29.704729	-40.477114	0.000000
 32.637198	-38.055763	0.000000
 35.434175	-35.363605	0.000000
 38.083334	-32.414334	0.000000
 40.636759	-29.271611	0.000000
 42.976572	-25.851385	0.000000
 45.070364	-22.158966	0.000000
 46.883839	-18.202209	0.000000
 48.380660	-13.991850	0.000000
 49.522246	-9.541942	0.000000
 50.267540	-4.870442	0.000000
 50.572755	-0.000000	0.000000
 
