3655.887989	191.587336	3924.166841
3562.653211	184.515499	3956.449237
3470.425375	178.985839	3987.848717
3379.307808	175.143007	4018.383490
3289.381142	173.083196	4048.071479
3200.706661	172.861600	4076.930285
3113.329335	174.499127	4104.977197
3027.280552	177.988429	4132.229202
2942.580582	183.299283	4158.702959
2859.240763	190.383376	4184.414834
2777.265455	199.178531	4209.380868
2696.653763	209.612418	4233.616782
2617.401047	221.605791	4257.138023
2539.500233	235.075276	4279.959694
2462.942947	249.935764	4302.096615
2387.720472	266.102427	4323.563320
2313.824561	283.492404	4344.374016
2241.248098	302.026165	4364.542640
2169.985631	321.628611	4384.082851
2100.033792	342.229914	4403.007996
2031.391603	363.766136	4421.331175
1964.060690	386.179647	4439.065188
1898.045407	409.419361	4456.222589
1833.352886	433.440828	4472.815657
1769.993019	458.206177	4488.856407
1707.978377	483.683953	4504.356618
1647.324084	509.848855	4519.327796
1588.047643	536.681391	4533.781225
1530.168727	564.167462	4547.727940
1473.708941	592.297909	4561.178740
1418.691565	621.068006	4574.144194
1365.141269	650.476934	4586.634658
1313.083829	680.527241	4598.660255
1262.545830	711.224291	4610.230899
1213.554364	742.575722	4621.356291
1166.136742	774.590908	4632.045933
1120.320197	807.280450	4642.309120
1076.131614	840.655677	4652.154951
1033.597258	874.728189	4661.592332
992.742528	909.509427	4670.629988
953.591727	945.010281	4679.276453
916.167855	981.240738	4687.540083
880.492417	1018.209578	4695.429067
846.585271	1055.924101	4702.951402
814.464488	1094.389911	4710.114947
784.146245	1133.610737	4716.927379
755.644747	1173.588300	4723.396210
728.972177	1214.322222	4729.528816
704.138675	1255.809975	4735.332405
681.152344	1298.046875	4740.814042
660.019289	1341.026102	4745.980644
640.743682	1384.738762	4750.838998
623.327859	1429.173978	4755.395726
607.772437	1474.319004	4759.657350
594.076465	1520.159364	4763.630225
582.237602	1566.679007	4767.320608
572.252307	1613.860481	4770.734604
564.116071	1661.685107	4773.878212
557.823652	1710.133166	4776.757307
553.369344	1759.184077	4779.377640
550.747255	1808.816576	4781.744852
549.951608	1859.008876	4783.864480
550.977051	1909.738816	4785.741935
553.818984	1960.983983	4787.382530
558.473895	2012.721811	4788.791485
564.939701	2064.929643	4789.973888
573.216101	2117.584755	4790.934764
583.304925	2170.664342	4791.679011
595.210496	2224.145452	4792.211446
608.939978	2278.004865	4792.536792
624.503730	2332.218922	4792.659682
641.915651	2386.763287	4792.584650
661.193521	2441.612646	4792.316161
682.359323	2496.740340	4791.858576
705.439568	2552.117920	4791.216191
730.465587	2607.714634	4790.393209
757.473825	2663.496837	4789.393757
786.506103	2719.427314	4788.221885
817.609864	2775.464537	4786.881572
850.838400	2831.561830	4785.376714
886.251047	2887.666458	4783.711142
923.913363	2943.718633	4781.888611
963.897272	2999.650448	4779.912814
1006.281178	3055.384720	4777.794516
1051.150060	3110.833773	4869.903823
1098.595517	3165.898139	5548.769548
1148.715797	3220.465193	6731.831857
1201.615787	3274.407725	8525.254445
1257.406963	3327.582460	11569.734376
1316.207317	3379.828518	17886.918168
1378.141238	3430.965835	38940.979105
1443.339370	3480.793552	233151.497466
1511.938420	3529.088369	29377.341497
1584.080951	3575.602898	15720.490247
1659.915123	3620.063996	10747.943125
1739.594414	3662.171121	8172.202126
1823.277305	3701.594700	6595.351644
1911.126935	3737.974542	5529.643772
2003.310730	3770.918298	4760.446759
2100.000000	3800.000000	4178.557261
